대학,학과,전형,질문,답변,원본파일
건국대학교(서울),시스템생명공학과,학생부종합(KU자기추천),텔로머레이스 효소에 관해서 설명해 주세요.,"텔로머레이스 효소는 텔로미어를 신장시키는 효소입니다. 텔로미어란 염색체 말단에 존재하는 의 미 없는 염기 서열 구조로, DNA가 복제될 때마다 염색체의 말단이 조금씩 파괴되는데, 이때 정보 를 가진 DNA 구조 대신에 파괴되어 DNA 정보를 보호하는 역할을 수행합니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),시스템생명공학과,학생부종합(KU자기추천),그러면 DNA가 복제될 때 염색체의 말단이 파괴되는 이유를 말해볼 수 있을까요?,"DNA의 복제는 한 효소가 DNA 가닥끼리의 상보적인 수소 곃합을 끊으면서 시작됩니다. 데옥시리 보 뉴클레오타이드는 DNA 가닥과 상보적으로 생성되며, 5’에서 3‘ 방향으로만 결합하기 때문에 (중략) DNA 말단에 염기끼리의 수소 결합이 이루어지지 않아 DNA 말단이 파괴됩니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),시스템생명공학과,학생부종합(KU자기추천),"황산구리 전기분해 실험을 진행하였다고 하는데, 이 실험에서 무엇이 환원되는지 알고 계시나요?",구리가 환원되는 것으로 알고 있습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),시스템생명공학과,학생부종합(KU자기추천),그러면 환원되는 것은요?,잘 기억나지 않습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),시스템생명공학과,학생부종합(KU자기추천),"도심에 녹색 구조물을 설치하여 도심의 열을 완화한다고 하였는데, 녹색 구조물이 도시의 열을 완 화하는 것과 어떠한 연관이 있나요?",도시의 열은 아스팔트와 같이 검은색 구조물들이 열을 흡수하여 높아집니다. 녹색 구조물은 검은 색 구조물들이 흡수할 열들을 일정 부분 차단하는 방식으로 도심의 열을 완화합니다.(답변은 정석 대로 했으나 면접관 한 분께서 조금 이해가 가지 않는다고 말씀하셨음.),4fcfaffe-_______8.xlsx
건국대학교(서울),식량자원과학과,학생부종합(농어촌),가장 기초적인 거 물어보겠습니다~이 학과에 지원하게 된 동기가 무엇인가요?,"넵. 저는 농학연구원을 꿈꾸고 있습니다. 특히 육종학에 대해서 관심이 많은데 식량자원과학과가 단순히 식량자원뿐만 아니라 농약학, 토양학, 미생물학, 유전체학 등 다양한 분야를 폭넓게 배울 수 있다는 점이 마음에 들었습니다. 또한, 건국대학교가 최첨단 시설의 연구공간을 제공하고 건국 대학교만의 닥터정 해외 프로그램이 있다는 것을 알게 되었습니다. 이 프로그램이 저에게 다양한 경험과 세상을 바라보는 시선을 넓혀 저의 꿈을 이루는 데 도움이 될 것 같아서 건국대학교 식량 자원과학과에 지원을 하게 되었습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),식량자원과학과,학생부종합(농어촌),식량부족에 대해서 관심이 많은 것 같은데 식량부족의 원인이 무엇이라고 생각하나요? (자소서),일단 점점 갈수록 인구가 증가하고...기후변화로 인해 온도가 올라가면 작물 재배가 어려워지기 때 문이라고 생각합니다. (그리고 나서 뭐라고 더 말을 했는데 잘 기억이 나지 않음),4fcfaffe-_______8.xlsx
건국대학교(서울),식량자원과학과,학생부종합(농어촌),고구마의 베타카로틴이 무엇인지 설명해보세요.,베타카로틴이란 항산화 역할을 하고 나이가 든 사람에게는 폐의 건강을 유지하는 등 카로티노이드 의 일종입니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),식량자원과학과,학생부종합(농어촌),카로티노이드란 무엇인지 말해주세요.,항산화 기능을 가지고 있는 기능성 물질입니다..? (이런 식으로 말했었나 잘 기억이 안남),4fcfaffe-_______8.xlsx
건국대학교(서울),식량자원과학과,학생부종합(농어촌),베타카로틴 말고 카로티노이드의 종류는 무엇이 있는가? 아니면 카로티노이드가 들어있는 고구마 외의 작물은 무엇이 있는가?,"고구마 외에 사과, 당근, 호박, 양파 등에 있는 걸로 알고 있습니다. 카로티노이드의 종류는 분명 알고 있었는데 긴장을 해서 그런지 잘 기억이 나지 않습니다. (진짜 아침에도 보고 또 봤었는데 기억 안나서 당황했었다..하지만 대답은 씩씩하게 함!)",4fcfaffe-_______8.xlsx
건국대학교(서울),식량자원과학과,학생부종합(농어촌),고구마의 영양이 풍부하다고 했는데 고구마에는 어떤 성분이 있는지?,엇...탄수화물 그리고 잘 모르겠습니다. (당당하게 말함) 가 천 대 학 교 가 톨 릭 관 동 대 가 톨 릭 대 학 교 강 릉 원 주 대 학 교 강 원 대 학 교 건 국 대 학 교 건 국 대 학 ( 글 로 컬 ) 경 기 대 학 교 경 상 국 립 대 학 교 경상북도교육청연구원 경북진학지원센터 67 Ⅰ,4fcfaffe-_______8.xlsx
건국대학교(서울),식량자원과학과,학생부종합(농어촌),동아리 4-H에서 어떤 활동을 했는지?,"방울토마토를 키우면서 순치기를 해야 줄기가 튼튼해져 열매도 크고 튼튼하게 맺을 수 있다는 것 을 알게 되었습니다. 또한, 여름에 햇빛이 강해서 물을 점심에 주게 되면 식물이 쉽게 죽을 수 있 다는 것 그리고 흙 배수의 중요성을 알게 되었습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),식량자원과학과,학생부종합(농어촌),엽록소 추출 실험을 했다고 했는데 간단하게 설명해 보세요.,(간단하게 말하라고 했는데 엄청 길게 말함. 내용은 너무 길어서 잘 기억이 나지 않음),4fcfaffe-_______8.xlsx
건국대학교(서울),식량자원과학과,학생부종합(농어촌),과학과목 이수가 적은 편인데 어떤 과목을 제일 좋아하나요? (지2와 생2를 배우지 않아서 이렇게 말씀하신 듯 했음),성적이 높진 않았지만 생명과학을 제일 좋아했습니다. 그 이유는 생명 탐구...하는 것을 좋..(머리 속이 엄청 복잡해지고 꼬여서 말도 꼬일 것 같아 말을 멈춤. 그랬더니 다음 질문으로 넘어가겠다 하심),4fcfaffe-_______8.xlsx
건국대학교(서울),식량자원과학과,학생부종합(농어촌),그러면 어떤 분야를 제일 좋아하고 어떻게 식량문제 해결에 도움이 될지 설명해주세요.,음.. 일단 유전분야를 제일 좋아합니다. 멸종위기에 처한 바나나처럼 유전자가 다양할수록 살아남 을 가능성이 높아지고 높아지기(말 실수해서 다시 말함) 때문에 장점유전자를 작물에 주입해서 많 은 생산성을 확보할 수 있는 새로운 품종을 만들어서 사람들에게 도움이 되고 싶습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),식량자원과학과,학생부종합(농어촌),마지막으로 할 말 있으신가요?,일단 제가 가장 오고 싶었던 학교의 식량자원과학과에 면접의 기회를 주셔서 감사합니다. 자기주 도적 학습을 해오던 경험을 바탕으로 육종학에 대해서 공부하고 연구해서 꼭 농학연구원이 되고 싶습니다. 꼭 건국대에서 농학연구원이라는 꿈을 펼치고 싶습니다 감사합니다 (꾸벅) (말을 이것보 다 많이 했던 것 같은데 기억이 잘 안남..),4fcfaffe-_______8.xlsx
건국대학교(서울),영어교육과,학생부종합(KU자기추천),영어교사가 된 일화를 구체적으로 설명해주시겠어요?,(교사를 꿈꾸게 된 계기 설명)또한 영어가 단순히 의사소통 목적이 아니라 여러 학문과 접하고 세 계와 가까워 진다는 점에 매력을 느껴 자연스럽게 영어교사를 꿈꾸게 되었습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),영어교육과,학생부종합(KU자기추천),영어조기교육에 대해 신문을 작성했다 했는데 어떻게 했어요?,영어조기교육의 장단점을 조사했습니다. (생략)교육과정에 맞게 시작해도 늦지 않다고 생각합니 다.,4fcfaffe-_______8.xlsx
건국대학교(서울),영어교육과,학생부종합(KU자기추천),몇명이 했어요? 영어유치원을 방문한 것인가요?,2명이서 했고 관련신문을 참고해서 작성했습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),영어교육과,학생부종합(KU자기추천),심화 영어회화 시간에 ‘word within a word’라는 게임을 진행한 적이 있네요. 소개해 주세요.,단어 속에 단어를 찾는 게임입니다. (영어로 규칙 설명)친구들의 적극적인 참여를 이끌 수 있었고 창의성을 볼 수 있었습니다. 게임을 하면서 새로운 단어를 많이 알게 되었습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),영어교육과,학생부종합(KU자기추천),새롭게 알게 된 단어가 뭔가요?,"ripe, 익은 이라는 단어인데 제가 원래는 몰랐던 단어인데 게임을 하면서 알게되었습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),영어교육과,학생부종합(KU자기추천),A single shard 원서를 읽은 적이 있는데 다 읽은 것인가요?,줄거리 정도 파악하고 교과서에 나오는 특정 부분 중점으로 읽었습니다,4fcfaffe-_______8.xlsx
건국대학교(서울),영어교육과,학생부종합(KU자기추천),주인공의 꿈에 대해서 소개해 주세요.,고아인 목이는 민 도공의 허드렛일을 하면서 자신도 언젠가는 훌륭한 도공이 되기를 소망합니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),영어교육과,학생부종합(KU자기추천),깨진 조각을 어떤 사람이 받는데 왜 받았을까요?,도공의 실력을 알았기때문입니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),영어교육과,학생부종합(KU자기추천),영화 인사이드 아웃을 보면서 교육심리적으로 분석했는데 어떻게했어요?,(줄거리 설명)슬픔은 단순히 필요없는 존재가 아닌 진정으로 행복해지도록 돕습니다. (생략),4fcfaffe-_______8.xlsx
건국대학교(서울),영어교육과,학생부종합(KU자기추천),오늘 날씨가 추웠는데 오느라 고생 많이 하셨죠 ?,아닙니다. 생각보다 날씨가 포근해서 걱정한 만큼 힘들지는 않았습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),영어교육과,학생부종합(KU자기추천),"신생 영어단어의 기원과 변천에 대해서 조사하셨다고 하셨는데, 해당 활동에 관해서 설명해 주실 수 있으신가요?","저는 소위 국어에서 학습하는 합성어와 파생어의 개념을 중심으로 활동을 수행하였습니다, 예시를 들어서 설명해 드리자면, ‘jury’의 경우에는 ‘제단’을 의미하는데요, 이것은 프랑스와 로마에서 차 용해 온 단어입니다. 또 다른 예로 ‘villain’은 원래 ‘농노’를 의미했지만, 중세 봉건 사회의 동요를 거치면서 소위 기사성이 없는 사람, 즉 ‘악당’을 의미하게 되었습니다. 따라서 저는 이러한 단어들 을 중심으로 주제를 설명하였습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),영어교육과,학생부종합(KU자기추천),학생이 세계가 과목 탐구 활동에서 조사한 인물의 가치관이 현대 사회의 교육에 내재하여 있는 불평등의 해결에 시사하는 바가 크다고 주장했는데요. 혹시 구체적으로 설명해 주실 수 있으시겠 어요?,제가 조사한 인물은 여성과 남성의 평등한 교육 기회 제공을 주장하였습니다. (그 이후로는 어떻 게 말했는지 기억이 안 남),4fcfaffe-_______8.xlsx
건국대학교(서울),영어교육과,학생부종합(KU자기추천),그렇다면 현대 사회의 교육에서 불평등이 나타나는 구체적인 사례가 있을까요?,"저는 불평등이 단순히 남녀 차별뿐만이 아니라 소위 사회적 소수자 또는 약자라고 불리는 사람들 에게까지도 확장될 수 있는 개념이라고 생각합니다. 실제로 제가 아는 바로는, 몇 년 전에 장애인 학생들을 위한 특수학교를 건립하고자 하는 움직임이 있었는데요, 이에 대한 반대의 물결이 일면 서 결국 건립에 실패했다고 들었습니다. 따라서 저는 그 활동을 하면서 해당 사례에 굉장히 영향 을 받았다고 말씀드리고 싶습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),영어교육과,학생부종합(KU자기추천),혹시 학생이 조사한 인물의 이름이 무엇인지 기억이 나세요?,후하나 기네스 대 라 크로스입니다. 2025학년도 대입전형 면접후기 자료집 Ⅱ - 66 -,4fcfaffe-_______8.xlsx
건국대학교(서울),영어교육과,학생부종합(KU자기추천),"AI가 도입될 미래에 교육 시스템이 맞이할 위기와 기회에 대해서 발표했다고 나와 있는데요, 혹 시 본인의 의견이나 생각을 말씀해 주실 수 있으신가요?","최근 인간형 챗봇이 도입되면서 인간 교사의 존재를 상정하지 않고도 얼마든지 영어를 배울 수 있지 않느냐는 주장이 대두되고 있는 것으로 알고 있습니다. 하지만 저는 영어 교육이 단순히 지 식을 머릿속에 욱여넣는 것이 아니라, 학생과 교사 간의 또는 학생들 간의 상호 작용을 통해서 전 체적인 발전을 이루어가는 과정이라고 보기 때문에 영어 교육은 그 자체로 의미가 있는 과정이라 고 생각합니다. 또한, 영어는 학생들이 자신들의 흥미 분야 및 영문 화를 이해할 수 있는 도구로 서의 역할도 할 수 있기에 AI 교사가 도입될 미래에도 영어 교육은 여전히 유효한 활동이라는 것 이 정의 생각입니다.",4fcfaffe-_______8.xlsx
